"LOCATION ACCOUNT #","BUSINESS NAME","DBA NAME","STREET ADDRESS","CITY","ZIP CODE","LOCATION DESCRIPTION","MAILING ADDRESS","MAILING CITY","MAILING ZIP CODE","NAICS","PRIMARY NAICS DESCRIPTION","COUNCIL DISTRICT","LOCATION START DATE","LOCATION END DATE","LOCATION"
"0002870267-0001-6","TEN XIN INC",,"724 N BROADWAY","LOS ANGELES","90012-2820","724 BROADWAY 90012-2820",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","12/01/2015",,"POINT (-118.239 34.0607)"
"0002870509-0001-8","MAURA CALIXTO VELAZQUEZ","VELAZQUEZ MINI MARKET","8504 S BROADWAY","LOS ANGELES","90003-3335","8504 BROADWAY 90003-3335",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","11/19/2015",,"POINT (-118.2782 33.9614)"
"0002874484-0001-5","AYUMI TANAKA","M&A AROMA","3680 WILSHIRE BLVD   SUITE #301","LOS ANGELES","90010-2708","3680 WILSHIRE 90010-2708",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","12/16/2015",,"POINT (-118.3062 34.0607)"
"0002874978-0001-1","GAJU MARKET CORPORATION","CALIFORNIA MARKET","450 S WESTERN AVENUE UNIT #201","LOS ANGELES","90020-4199","450 WESTERN 90020-4199",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","01/01/2016",,
"0002877397-0001-6","MONTCLAIR RANCHO MARKET",,"4217 MONTCLAIR STREET","LOS ANGELES","90018-0000","4217 MONTCLAIR 90018-0000","2325 20TH STREET   #3","SANTA MONICA","90405-2700","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","01/01/2016",,"POINT (0 0)"
"0002881239-0001-8","ANTONIA M RIOS GUZMAN","ENMANUEL MINI MARKET","4433 S ALAMEDA STREET BUILDING #B19","LOS ANGELES","90058-2008","4433 ALAMEDA 90058","4433 S ALAMEDA STREET BUILDING #B19","LOS ANGELES","90058-2008","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/15/2016",,"POINT (-118.2401 34.0031)"
"0002883988-0001-3","JOHNNY & PARTNER INC","KAVITA GROCERY","10201 VENICE BLVD","LOS ANGELES","90034-5902","10201 VENICE 90034-5902",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","5","01/01/2016",,"POINT (-118.4022 34.0219)"
"0002884059-0001-1","JAIME FLORES","DANI MINI MARKET","5024 S VERMONT AVENUE","LOS ANGELES","90037-2908","5024 VERMONT 90037-2908",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/26/2016",,"POINT (-118.2911 33.9971)"
"0002888333-0001-0","NOWHERE VENICE CORP","EREWHON","585 VENICE","LOS ANGELES","90291-0000","585 VENICE 90291-0000","1800 E MARTIN LUTHER KING JR BLVD","VERNON","90058-1528","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","03/01/2016",,"POINT (0 0)"
"0002898288-0001-9","RIGOBERTO GONZALEZ","TIENDA GONZALEZ","600 S ALVARADO STREET SUITE #119","LOS ANGELES","90057-3314","600 ALVARADO 90057-3314",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","02/26/2016",,"POINT (-118.2748 34.0595)"
"0002898288-0002-7","RIGOBERTO GONZALEZ",,"2013 W 7TH STREET","LOS ANGELES","90057-4023","2013 7TH 90057-4023",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","06/01/2016",,"POINT (-118.276 34.0562)"
"0002899064-0001-4","DANELIA ALMANZAR","MINI MARKET DON JOSE","4811 S WESTERN AVENUE","LOS ANGELES","90062-2325","4811 WESTERN 90062-2325",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","03/28/2016",,"POINT (-118.309 33.9999)"
"0002902120-0003-3","BROADWAY SMOKE HOUSE INC","7TH STREET MARKET","701 S BROADWAY UNIT #B","LOS ANGELES","90014-2800","701 BROADWAY 90014-2800",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","03/10/2020",,
"0002904967-0001-3","EUI HWA CHUNG","HOOPER MARKET","2339 HOOPER AVENUE","LOS ANGELES","90011-1713","2339 HOOPER 90011-1713",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","04/05/2016",,"POINT (-118.2493 34.0177)"
"0002905337-0001-1","KINGANDFIG INC","7-ELEVEN STORE 37237A","3994 S FIGUEROA STREET","LOS ANGELES","90037-1222","3994 FIGUEROA 90037-1222","POST OFFICE BOX #219088","DALLAS","75221-9088","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","04/20/2016",,"POINT (-118.2824 34.0114)"
"0002905696-0001-2","ELAT SUPERMARKET INC",,"8730 W PICO BLVD","LOS ANGELES","90035-2206","8730 PICO 90035-2206",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","5","05/07/2015",,"POINT (-118.3824 34.0542)"
"0002905993-0001-3","ATPO INVESTMENT CORPORATION","DAY N NITE MINI MART","5101 SANTA MONICA BLVD   UNIT #7","LOS ANGELES","90029-2480","5101 SANTA MONICA 90029-2480",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","13","04/01/2016",,"POINT (-118.3008 34.0911)"
"0002907624-0001-2","7353 MELROSE CORPORATION","7-ELEVEN STORE 39012B","7353 MELROSE AVENUE","LOS ANGELES","90046-7573","7353 MELROSE 90046-7573","POST OFFICE BOX #219088","DALLAS","75221-9088","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","04/28/2016",,"POINT (-118.3502 34.0838)"
"0002908492-0001-0","BRAVO FOODS USA INC.",,"911 S ALVARADO STREET","LOS ANGELES","90006-3007","911 ALVARADO 90006-3007","911 S ALVARADO STREET","LOS ANGELES","90006-3007","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","04/14/2014",,"POINT (-118.2791 34.053)"
"0002910262-0001-1","JSP SALES CORP","J.S.P MINI MARKET","2601 W PICO BLVD #2","LOS ANGELES","90006-3901","2601 PICO 90006-3901",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","06/20/2015",,"POINT (-118.2947 34.0474)"
"0002912282-0001-2","NORMA E ANDRADE","LUCKY'S MARKET","3125 BEVERLY BLVD","LOS ANGELES","90057-1015","3125 BEVERLY 90057-1015",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","13","05/19/2016",,"POINT (-118.2828 34.0724)"
"0002916671-0001-6","SUGARBLOOM BAKERY LLC",,"4126 VERDUGO ROAD","LOS ANGELES","90065-3821","4126 VERDUGO 90065-3821","8391 BEVERLY BLVD   #562","LOS ANGELES","90048-2633","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","09/10/2013",,"POINT (-118.2315 34.1258)"
"0002918837-0001-0","MARIA E SALINAS","ALVIN'S MINI MARKET","5117 AVALON BLVD","LOS ANGELES","90011-4525","5117 AVALON 90011-4525",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","04/12/2016",,"POINT (-118.2655 33.9962)"
"0002918852-0001-4","ROSA BELTRAN","MARCE MINI MART","10032 S HOOVER STREET","LOS ANGELES","90044-4524","10032 HOOVER 90044-4524",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","06/30/2016",,"POINT (-118.2866 33.9447)"
"0002920577-0001-8","PHILIPPINE MARKET CORPORATION","AMERICAN RANCH AND SEAFOOD MARKET OF LA","1001 N VERMONT AVENUE","LOS ANGELES","90029-2619","1001 VERMONT 90029-2619","629 W AVENUE 26","LOS ANGELES","90065-1017","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","07/25/2016",,"POINT (-118.2921 34.0897)"
"0002922956-0001-3","H & R CORPORATION","7-ELEVEN STORE 39477A","3477 W OLYMPIC BLVD","LOS ANGELES","90019-2125","3477 OLYMPIC 90019-2125","POST OFFICE BOX #219088","DALLAS","75221-9088","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","05/16/2016",,"POINT (-118.3141 34.0527)"
"0002923849-0001-2","LENTO MARKET, LLC",,"1288 W SUNSET BLVD","LOS ANGELES","90026-4423","1288 SUNSET 90026-4423","6825 CAMROSE DRIVE","LOS ANGELES","90068-3127","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","07/30/2016",,"POINT (-118.2509 34.071)"
"0002924490-0001-4","RAFAEL JACOBO & ANGELITA MEJIA",,"3405 DREW STREET","LOS ANGELES","90065-2095","3405 DREW 90065-2095","460 W EDNA PLACE","COVINA","91723-1026","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","10/29/2015",,"POINT (-118.2419 34.1213)"
"0002926882-0001-7","PLAIN TRUTH HOPE MISSION","PLAIN TRUTH HOPE MISSION","8919 AVALON BLVD","LOS ANGELES","90003-3809","8919 AVALON 90003-3809","710 W ATHENS BLVD","LOS ANGELES","90044-3921","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","07/01/2006",,"POINT (-118.2655 33.955)"
"0002927758-0001-2","BOBS FOOD MARKET AND LIQUOR INC",,"10000 NATIONAL BLVD","LOS ANGELES","90034-3809","10000 NATIONAL 90034-3809",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","5","07/01/2016",,"POINT (-118.4033 34.0288)"
"0002928456-0001-6","JORGE ALBERTO RAMOS","HOOVER STORE","7829 S HOOVER STREET","LOS ANGELES","90044-6031","7829 HOOVER 90044-6031",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","08/20/2016",,"POINT (-118.2874 33.9684)"
"0002929407-0001-0","ELFIDO CRUZ ROMERO AGUILON","EMMANUEL MINI MARKET","5135 S WESTERN AVENUE","LOS ANGELES","90062-2333","5135 WESTERN 90062-2333",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","05/15/2016",,"POINT (-118.3091 33.9962)"
"0002929576-0001-9","YOUNGS GOURMET MARKET INC",,"5421 S HOOVER STREET","LOS ANGELES","90037-3735","5421 HOOVER 90037-3735",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","08/25/2016",,"POINT (-118.2874 33.9926)"
"0002931317-0001-3","DUNIA ARACELY LARIOS","LARIOS MINI MARKET","7518 S MAIN STREET","LOS ANGELES","90003-2128","7518 MAIN 90003-2128",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","09/01/2016",,"POINT (-118.2736 33.9716)"
"0002931339-0001-0","HYANG JA YU","ANA'S MARKET","6601 S MAIN STREET","LOS ANGELES","90003-1529","6601 MAIN 90003-1529",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","09/07/2016",,"POINT (-118.2742 33.9795)"
"0002933396-0001-2","SHIMSKY","7-ELEVEN","11075 W OLYMPIC BLVD","LOS ANGELES","90064-1938","11075 OLYMPIC 90064-1938",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","5","10/29/2015",,"POINT (-118.4379 34.0407)"
"0002933514-0001-1","CLAUDIA HERNANDEZ FREGOSO",,"145 E 54TH STREET #B","LOS ANGELES","90011-5101","145 54TH 90011-5101",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/01/2014",,"POINT (-118.2723 33.9936)"
"0002934687-0001-5","MIGUEL AMBROSIO JUAREZ","DUVI  MARKET","501 S LA VERNE AVENUE","LOS ANGELES","90022-1905","501 LA VERNE 90022-1905",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","08/29/2016",,"POINT (-118.1604 34.0281)"
"0002937577-0002-3","ARCOIRIS 98 CENT STORE INC","JAVIER FRANCISCO CHAUAX ALVAREZ","3011 WABASH AVENUE","LOS ANGELES","90063-2717","3011 WABASH 90063-2717",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","08/21/2017",,"POINT (-118.1964 34.0499)"
"0002941029-0001-8","NESPRO INC",,"2026 W 3RD STREET","LOS ANGELES","90057-2318","2026 3RD 90057-2318","2026 W 3RD STREET","LOS ANGELES","90057-2318","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","11/01/2016",,"POINT (-118.2719 34.0625)"
"0002941497-0001-7","MIGUEL ALVAREZ / GUILLERMA ZEPEDA ESPANA","QUICK E MART","244 E 37TH STREET","LOS ANGELES","90011-2671","244 37TH 90011-2671",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","10/01/2016",,"POINT (-118.2716 34.0148)"
"0002944948-0001-6","THANKYOU MARKET LLC",,"307 E 11TH STREET","LOS ANGELES","90015-1714","307 11TH 90015-1714","455 S BERENDO STREET #106","LOS ANGELES","90020-2148","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","12/10/2016",,"POINT (-118.256 34.0378)"
"0002945932-0002-1","G&M OIL COMPANY INC","#211","270 S WESTERN AVENUE","LOS ANGELES","90004-4104","270 Western 90004-4104","16868 A LANE","HUNTINGTON BEACH","92647-4831","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","02/20/2023",,"POINT (-118.3088 34.0692)"
"0002948977-0001-1","SAMUEL LIM","VIRGIL FARM MARKET","868 N VIRGIL AVENUE","LOS ANGELES","90029-2941","868 VIRGIL 90029-2941",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","13","01/15/2017",,"POINT (-118.2868 34.087)"
"0002949234-0001-3","HARASTA GROUP INC",,"10691 W PICO BLVD","LOS ANGELES","90064-2221","10691 PICO 90064-2221","3545 TILDEN AVENUE","LOS ANGELES","90034-6108","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","01/01/2017",,"POINT (-118.4247 34.0423)"
"0002949580-0001-8","MARCELINO LOPEZ","BROTHER'S BARGAIN","6030 COMPTON AVENUE","LOS ANGELES","90001-1312","6030 COMPTON 90001","6030 COMPTON AVENUE","LOS ANGELES","90001-1312","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","06/01/2016",,"POINT (-118.2474 33.9847)"
"0002951436-0001-7","RICARDO CONTRERAS","POOR RICH'S DELI","5744 W MANCHESTER AVENUE","LOS ANGELES","90045-4417","5744 MANCHESTER 90045-4417","826 HAMPTON DRIVE","VENICE","90291-3021","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","01/15/2017",,"POINT (-118.3821 33.9596)"
"0002951827-0001-1","SHAFIKA M ELBAILY","LA CIG & 99","5513 S CENTRAL AVENUE","LOS ANGELES","90011-4729","5513 CENTRAL 90011-4729",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/01/2017",,"POINT (-118.2568 33.9922)"
"0002954408-0001-7","FELICIANO GUADALUPE LEON","ANGELES MINI MARKET","7512 S HOOVER STREET","LOS ANGELES","90044-6008","7512 HOOVER 90044-6008",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","01/10/2017",,"POINT (-118.287 33.9712)"
"0002956576-0001-6","MGN LA BREA LIQUOR INC","LIQUOR TOWN","1298 S LA BREA AVENUE","LOS ANGELES","90019-1628","1298 LA BREA 90019-1628",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","01/17/2017",,"POINT (-118.3441 34.0504)"
"0002956826-0001-2","YONG LEE","55TH STREET MARKET","5428 HOOPER AVENUE","LOS ANGELES","90011-4811","5428 HOOPER 90011-4811","5428 HOOPER AVENUE","LOS ANGELES","90011-4811","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/01/2017",,"POINT (-118.252 33.9934)"
"0002959444-0001-0","GREGORIO CAP MOJARAS","DIANA'S MINI MARKET","5610 S MAIN STREET","LOS ANGELES","90037-4140","5610 MAIN 90037-4140",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/12/2017",,"POINT (-118.2736 33.9912)"
"0002961776-0001-2","DORA CASTILLEJOS HERNANDEZ","GRANDES MINIMARKET","4350 MELROSE AVENUE","LOS ANGELES","90029-3543","4350 MELROSE 90029-3543",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","13","02/02/2017",,"POINT (-118.2955 34.0835)"
"0002962198-0001-7","MEHAR MALKIT'S INC","ELEVEN UNION LIQUOR","1605 W 11TH STREET","LOS ANGELES","90015-1907","1605 11TH 90015-1907",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","02/20/2017",,"POINT (-118.2753 34.048)"
"0002963083-0001-0","CALSO GROUP INC","EXPO SUPER MARKET","1019 W MARTIN LUTHER KING JR BLVD","LOS ANGELES","90037-1816","1019 MARTIN LUTHER KING JR 90037-1816",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","02/07/2017",,"POINT (-118.2932 34.011)"
"0002967046-0001-8","JAIME CARCISO / MARIA DE LOS ANGELES DIMAS","ANGELES MINI MART","8815 S MAIN STREET","LOS ANGELES","90003-3425","8815 MAIN 90003-3425","8815 S MAIN STREET BUILDING","LOS ANGELES","90003-3425","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","01/04/2017",,"POINT (-118.2742 33.9567)"
"0002969754-0002-2","3128 SUNSET, LLC","SILVERLAKE DRIVE THRU","3140 W SUNSET BLVD","LOS ANGELES","90026-2132","3140 SUNSET 90026-2132","859 N VIRGIL AVENUE SUITE #B","LOS ANGELES","90029-2981","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","08/21/2020",,
"0002970510-0001-6","FATMA ELMAGHRBY","L.A. MINI MARKET","100 E CENTURY BLVD SUITE #C","LOS ANGELES","90003-4710","100 CENTURY 90003-4710",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","03/01/2017",,"POINT (-118.2735 33.9453)"
"0002981603-0001-8","ROBERTO A GIRON / YADIRA APARICIO",,"6033 S CENTRAL AVENUE","LOS ANGELES","90001-1130","6033 CENTRAL 90001-1130",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","04/17/2017",,"POINT (-118.2568 33.9851)"
"0002981660-0001-6","MARIANO BERRIOS","VALLE DE LUNA MINI MARKET","1513 W MARTIN LUTHER KING JR BLVD","LOS ANGELES","90062-1743","1513 MARTIN LUTHER KING JR 90062","1513 W MARTIN LUTHER KING JR BLVD BUILDING","LOS ANGELES","90062-1743","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","07/01/2017",,"POINT (-118.304 34.0109)"
"0002982711-0001-8","AHMED H IBRAHIM","SNA GENERAL DISCOUNT & MARKET","9522 1/2 S FIGUEROA STREET","LOS ANGELES","90003-3927","9522 FIGUEROA 90003-3927",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","04/21/2017",,"POINT (-118.2823 33.9494)"
"0002982711-0002-6","AHMED H IBRAHIM","CNA #2 MINIMART","8631 S FIGUEROA STREET","LOS ANGELES","90003-3211","8631 FIGUEROA 90003-3211",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","09/01/2020",,"POINT (-118.2831 33.9592)"
"0002982711-0003-4","AHMED H IBRAHIM","RAAD MART","5835 S FIGUEROA STREET","LOS ANGELES","90003-1061","5835 Figueroa 90003-1061","1321 W ROSECRANS AVENUE APT #7","GARDENA","90247-2427","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","08/01/2023",,"POINT (-118.2831 33.9887)"
"0002984558-0001-2","SANDRA BERNARDO & VIRGINIA BERNARDO","BERNARDO'S MINI MARKET","4819 S VERMONT AVENUE UNIT #A","LOS ANGELES","90037-2929","4819 VERMONT 90037-2929","1143 W 62ND STREET","LOS ANGELES","90044-3733","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","05/03/2017",,"POINT (-118.2919 33.999)"
"0002985475-0001-5","LA MILPA ENTERPRISES , INC..",,"6723 S BROADWAY","LOS ANGELES","90003-1844","6723 BROADWAY 90003-1844",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","04/07/2017",,"POINT (0 0)"
"0002986463-0001-0","AARON PEREZ","WASHINGTON MINI MARKET","3404 W WASHINGTON BLVD","LOS ANGELES","90018-1252","3404 WASHINGTON 90018-1252","3404 W WASHINGTON BLVD","LOS ANGELES","90018-1252","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","05/01/2017",,"POINT (-118.3213 34.0398)"
"0002988795-0001-9","LEILA MARKET INC","SLAUSON MINIMARKET","3020 W SLAUSON AVENUE","LOS ANGELES","90043-2507","3020 SLAUSON 90043-2507",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","05/22/2017",,"POINT (-118.3262 33.9888)"
